text,sentiment
"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!",negative
SCENE **** AT 4AM IS ALWAYS THE ****,negative
Decode by Paramore is a great song... Love it...,positive
 Guess I`d better look out for a new best friend once those VIP tickets have been used! You won`t want me anymore!,positive
 I like your HR shirts. They`re inspiring me to think of witty/rude HR-like sayings I`d never actually wear.,positive
can`t believe the weekend is over already!  Where does the time go?  Had a nice day with the fam. today.  Mum had a good day too.,positive
"  i`m sorry people are so rude to you, isaac, they should get some manners and know better than to be so lewd!",negative
**** back home in tallcree (rez)  now i cant see my boyfriend,negative
 Lol at the VATS on The Insiders,positive
 Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww,negative
 switch to something else then,neutral
" ah it doesnt work for me  but i just want to say i love the beach girl, you guys are acee! england loves you (: ****",positive
" yes! fb, ah i miss you",negative
 they shall win,neutral
 awesome..am headin there that nite after my grad dinner  c u then boi! hehe,positive
  you should enter the giveaway then!!!! who couldn`t use $25...I know I could,neutral
" Hi, what are you a consultant for?",neutral
  hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy<3 love that dog,neutral
"I`m always a little sad to see followers I really like, decide to unfollow me.",negative
 Just saw you on TV for the Best Job in the World. Good luck.,positive
On my way to work wish I had more days off,positive
 *kiss kiss* stu deezy off to bed to have sweet dreams of you ma`am  hehe xxoxo,positive
  awww for me I just think she`s tooo young or just not ready for it - tis painful to watch her so upset,negative
" dont worry, i will. i HATE it when nobody comments on my pics",negative
" omg!!!! I feel bad,  .Was it good?              ;",negative
 so how is the most wonderful mommy in the world doing?,positive
"_ having a very lazy day, playing xbox and drinking tea",neutral
 was jst out there wednesday,neutral
Johnny actually invited me to the movies but i have too many things to do before the concert,neutral
Would appear not  note to self...change perfume!  What to do now..Hmm do I get the tarot cards out or not??,neutral
"Just woke up & can`t go back to sleep. Had a txt from the bff sayin if you`re up call me, sounds important but that was 4 hours ago",positive
"Oops, forgot we are having a barbecue at work today! I didn`t need to pack a lunch after all",negative
 because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?,neutral
 - I will help  not sure how when i`m alllll the way over here haha but i can try  have alot of free time right now haha,positive
dinner was yummy and all... but i`m still super tired after all the things we went through to enroll for college.,neutral
 Think of the prize at the end. So sorry to hear that though.,negative
with harry.. baked. love you cassie.. BUT YOU`RE NOT ONLINE!?,positive
 wh-wha? hacky sack plans sans Jackie???,neutral
" that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones",negative
 Oh very nice! I hope you have a wonderfully relaxing day!,positive
_85 Aaaargh help -it`s a conspiracy LOL! How are you today Lizzi?,neutral
" You`re welcome!  Actually, the all Swedish fans are trying to get McFly to  us! We are very close now",positive
Now I KNOW my shares are up...have 7 followers...wonderful!   The sun is now shining brightly in `darkest Africa`...,positive
 wow. hehehe. mushy-mushy mode.,positive
" lemme guess - you ran 5 miles at the gym, and are waking your kids up, and then going to the beach and / or recording studio?",neutral
Working on some Product Buzz (product reviews) for the blog... have a pain in the back of my neck,negative
  Ha!  I dunno about standing anything up.  Very very rough today.  It hurts to talk.,negative
My dad`s telling me to travel alone from now on. Not that I have a problem with that. I`ve done it before and it`s boring!,negative
still no date for bon iver next week,neutral
home from taking Nick home - a little lighter in pocket after being flashed by a speed camera,neutral
Ready to crash!...had a great day and a FUN night! I couldn`t ask for anything more  Night!,positive
im an avid fan of **** magazine and i love your magazines,positive
 dw you never will  ****,neutral
Went to the hawksmoor last night and probably had the best  steak I`ve ever had,positive
OO YAY 39 FOLLOWERS I WANT 100  HELP ME,positive
 A little `Chair Lift` tonight would be muchly appreciated,positive
 Yes - noticed that after the retweet..,neutral
Dinner with the parental unit is always grand,positive
 ...thanks for the shout out...you might be right about the starving thing....     little lol,positive
"It`s not even cold here, but im wearin a big jacket! It`s got cat ears on it",neutral
Need To Go Shopping  Boring Day T`day....Nothing To Dooo. College Tmro...How ****` Excitin`  Wish Twitter Was Simplified For Me =] <3,negative
Happy Star Wars day,positive
It`s gonna suck being the only sober one tonight,negative
 Aww ya not showing off all us mums should be proud of ours kids and let everyone know it,positive
 DSi is the latest Nintendo DS with 2 cameras + stuff built in. We are a Gadget house. Luckily I get my blackberrys free from work,positive
"i`m defying gravity. and nobody in alll of oz, no wizard that there is or was, is ever gonna bring me down",neutral
"all done., time to finally start shuting down",neutral
Bummed out I am missing a rock climbing trip next week,negative
VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.,negative
 oooh lush. i cant sunbathe i burn way to easily even with sun cream   im great thanks lovely sunny day no?,positive
"  firefox ok, but opera and IE - footer is not ok",neutral
 hmmm they are on offer in Tesco as well but I don`t think the wee one next to me will stock them!,neutral
is going to go get some food.,neutral
Struggling...selfishness and jealousy doesn`t get you any further in life... ohh myyy,negative
editing something in photoshoot  NILEY,neutral
[Somewhere - Within Temptation] returned to mysefl. Keep working hard till June,negative
 lol. sorry bout today  ..did u get them?? & what else R U guyz doinq cuz i have to C if im eligable [howeva itz spelled lol],negative
work til 9,neutral
" you and the guys should come down here, we are **** freezing out here!",negative
"got through two thirds of new moon in three days, now on to eclipse..........then more work  assignments sadly dnt write them selves.",negative
Woo hoo! My happiness score is 612. Apparently I am over-the-top happy. Considering the week I`ve had....,positive
 You`ve been featured on #ykyat  http://ykyat.com/~37nnd,neutral
working my **** off and I am completely happy,positive
" That`s not good, sorry to hear that, where did he park it?",negative
 I want one  wanna give me one? ;),neutral
Still at work whaaaaaaaahhhh,neutral
"Calling all mothers, calling all mothers...get your butts to bed - the kids`ll be here tomorrow",neutral
 I know  I think I`m like dieing!,negative
": I`m sure lots of that studio equipment was collected analog stuff that can`t be bought anymore.    seriously, condolences.",negative
Making a list of SiC 2009 attendances,neutral
 hahaha wow thanks bud :p but my plan is to pretend its a costume... I wish it were cold so i could wear a sweatshirt over this,positive
"Hot ****, I`m at **** Disneyland!",negative
Learning how to jerk and stanky leg at sunset cliffs. headlights spotlight  with colorado and fam,neutral
 just checked again and it worked!! Sorry,neutral
" i was watching Harpers Island, lol... there was no vodka involved",neutral
"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]",neutral
"****, nearly forgot my PIN  I shouldn`t try to learn anything new in the future lest it push out more vital information.",negative
****. I got a math test today.,negative
"  Yes, you should go see Star Trek!  It`s sooooo much fun!",positive
i can`t find my tennis racket!!,neutral
" I guessed right, like 25 minutes ago...do you even see your replies....lol",neutral
 I`ve got 18 yr @ home & 26 out the house & they`re always here! AND they bring FRIENDS! WHY?  Hope you have a blessed Day!,positive
 Surely you knew this before hand? A good book or a hand held has to be essential. Just no PSPs unless you have a charger.,neutral
I miss the concert Tuesday already. I`d really like a time machine to go see it again... It was so fun...,neutral
" i wish i could sat but thats a super busy day  sunday perhaps? playing football in dolores park too, youre welcome to come hang!",positive
going through security already miss my baby.,negative
i am so bored.,negative
Just woke up from a five hour nap. I still have a headache.  Medication time!,negative
damm i feel like the song of dead and gone by Travis Garland,negative
going back home tonight,neutral
"somebody smuggle me to sydney, i`ll be your slave for eternity",negative
Toast in the morning,neutral
_devi thankyou. i wont but you know,positive
Caps lost. ARGH! But HP game evening was much fun,neutral
 Nice action shot: http://bit.ly/m8zfx  I miss working a pole.   __ dont you see clients everyday?  lol,positive
